gtm,year,game_date,era_cum,h_cum,hr_cum,er_cum,so_cum
24,2011,2011-04-28,3.69,181,13,89,202
25,2011,2011-04-29,3.67,188,14,92,209
26,2011,2011-04-30,3.53,190,14,92,220
27,2011,2011-05-01,3.57,200,14,96,227
28,2011,2011-05-02,3.45,204,14,96,236
29,2011,2011-05-03,3.53,215,16,102,241
30,2011,2011-05-04,3.41,221,16,102,257
31,2011,2011-05-05,3.47,226,17,107,264
32,2011,2011-05-06,3.46,233,18,110,268
33,2011,2011-05-07,3.38,241,18,111,277
34,2011,2011-05-08,3.28,244,18,111,284
35,2011,2011-05-10,3.19,249,18,111,294
36,2011,2011-05-11,3.18,256,19,114,304
37,2011,2011-05-12,3.15,267,19,116,313
38,2011,2011-05-13,3.37,281,19,127,321
39,2011,2011-05-14,3.31,288,19,127,328
40,2011,2011-05-16,3.31,298,21,130,332
41,2011,2011-05-17,3.34,305,22,134,338
42,2011,2011-05-18,3.38,312,23,139,347
43,2011,2011-05-19,3.32,318,23,140,350
44,2011,2011-05-20,3.24,323,23,140,358
45,2011,2011-05-21,3.16,326,23,140,364
46,2011,2011-05-22,3.17,337,24,144,374
47,2011,2011-05-24,3.21,346,25,149,383
48,2011,2011-05-25,3.26,360,25,156,393
49,2011,2011-05-26,3.22,370,25,157,396
50,2011,2011-05-27,3.23,379,26,161,404
51,2011,2011-05-28,3.23,384,27,164,414
52,2011,2011-05-29,3.29,397,27,170,421
53,2011,2011-05-30,3.29,404,28,173,428
54,2011,2011-05-31,3.31,415,28,177,432
55,2011,2011-06-01,3.32,427,29,182,441
56,2011,2011-06-02,3.39,437,30,189,444
57,2011,2011-06-03,3.35,442,30,190,454
58,2011,2011-06-04,3.31,451,30,191,461
59,2011,2011-06-05,3.27,455,31,192,470
60,2011,2011-06-06,3.26,464,32,196,484
61,2011,2011-06-07,3.24,471,32,198,493
62,2011,2011-06-08,3.2,476,32,199,504
63,2011,2011-06-09,3.18,487,32,201,512
64,2011,2011-06-10,3.16,496,32,203,524
65,2011,2011-06-11,3.27,508,32,213,530
66,2011,2011-06-12,3.25,514,32,215,540
67,2011,2011-06-14,3.27,522,33,220,545
68,2011,2011-06-15,3.26,531,35,222,553
69,2011,2011-06-16,3.25,540,37,225,565
70,2011,2011-06-17,3.27,548,37,229,573
71,2011,2011-06-18,3.28,555,37,233,581
72,2011,2011-06-19,3.27,560,38,235,586
73,2011,2011-06-21,3.35,574,39,244,594
74,2011,2011-06-22,3.32,580,39,245,599
75,2011,2011-06-23,3.28,584,39,246,613
76,2011,2011-06-24,3.28,586,39,249,622
77,2011,2011-06-25,3.24,591,39,249,628
78,2011,2011-06-26,3.21,597,39,250,644
79,2011,,3.22,605,41,254,653
80,2011,,3.22,610,43,257,658
81,2011,2011-06-29,3.2,618,43,259,667
82,2011,2011-06-30,3.21,628,45,264,677
83,2011,2011-07-01,3.21,638,45,267,686
84,2011,2011-07-02,3.2,647,47,270,690
85,2011,2011-07-03,3.22,653,48,274,695
86,2011,2011-07-04,3.24,664,49,279,701
87,2011,2011-07-05,3.26,672,49,284,707
88,2011,2011-07-06,3.26,683,49,289,726
89,2011,2011-07-07,3.23,688,50,290,733
90,2011,2011-07-08,3.23,699,52,293,737
91,2011,2011-07-09,3.21,703,52,294,746
92,2011,2011-07-10,3.19,712,53,296,755
93,2011,2011-07-14,3.17,721,53,298,765
94,2011,2011-07-15,3.15,725,53,299,776
95,2011,2011-07-16,3.2,735,55,307,786
96,2011,2011-07-17,3.17,741,55,308,798
97,2011,2011-07-18,3.14,748,55,308,806
98,2011,2011-07-19,3.14,753,55,311,813
99,2011,2011-07-20,3.12,758,56,312,823
100,2011,2011-07-22,3.11,766,56,315,828
101,2011,2011-07-23,3.1,773,57,317,835
102,2011,2011-07-24,3.08,781,58,318,845
103,2011,2011-07-26,3.12,788,62,325,849
104,2011,2011-07-27,3.09,792,62,325,850
105,2011,2011-07-28,3.06,798,62,325,859
106,2011,2011-07-29,3.06,810,62,329,865
107,2011,2011-07-30,3.08,817,62,334,872
108,2011,2011-07-31,3.14,830,64,343,878
109,2011,2011-08-01,3.16,838,64,348,886
110,2011,2011-08-02,3.18,845,66,354,896
111,2011,2011-08-03,3.16,851,66,355,910
112,2011,2011-08-04,3.16,859,68,358,920
113,2011,2011-08-05,3.21,872,71,367,928
114,2011,2011-08-06,3.19,877,71,368,936
115,2011,2011-08-07,3.18,885,71,369,941
116,2011,2011-08-08,3.19,897,71,374,954
117,2011,2011-08-09,3.16,902,71,374,966
118,2011,2011-08-10,3.2,911,72,381,977
119,2011,2011-08-12,3.19,918,72,383,985
120,2011,2011-08-13,3.16,921,72,383,998
121,2011,2011-08-14,3.15,926,73,385,1007
122,2011,2011-08-15,3.17,937,74,390,1014
123,2011,2011-08-16,3.16,944,74,392,1018
124,2011,2011-08-17,3.14,952,74,393,1028
125,2011,2011-08-18,3.12,958,75,394,1036
126,2011,2011-08-19,3.13,965,76,397,1041
127,2011,2011-08-20,3.15,979,78,403,1046
128,2011,2011-08-21,3.15,987,78,407,1053
129,2011,2011-08-23,3.17,996,79,412,1059
130,2011,2011-08-24,3.15,1000,79,413,1068
131,2011,2011-08-25,3.15,1008,80,416,1073
132,2011,2011-08-26,3.13,1013,80,417,1080
133,2011,2011-08-27,3.11,1020,80,418,1086
134,2011,2011-08-28,3.12,1030,80,422,1096
135,2011,2011-08-29,3.14,1039,84,428,1101
136,2011,2011-08-30,3.15,1049,85,433,1106
137,2011,2011-08-31,3.13,1051,85,433,1118
138,2011,2011-09-02,3.12,1057,85,435,1123
139,2011,2011-09-03,3.15,1069,86,442,1133
140,2011,2011-09-04,3.15,1076,87,446,1143
141,2011,2011-09-05,3.15,1083,88,448,1158
142,2011,2011-09-06,3.15,1090,89,452,1166
143,2011,2011-09-07,3.15,1095,90,454,1173
144,2011,2011-09-09,3.14,1102,90,456,1179
145,2011,2011-09-10,3.14,1112,90,459,1187
146,2011,2011-09-11,3.12,1116,90,460,1198
147,2011,2011-09-12,3.11,1127,90,462,1200
148,2011,2011-09-13,3.1,1135,90,464,1217
149,2011,2011-09-14,3.08,1139,90,464,1225
150,2011,2011-09-15,3.09,1148,92,469,1235
151,2011,2011-09-16,3.07,1157,92,469,1240
152,2011,2011-09-17,3.08,1167,92,474,1249
153,2011,2011-09-18,3.08,1173,92,477,1255
154,2011,2011-09-20,3.08,1181,93,479,1261
155,2011,2011-09-21,3.09,1194,94,484,1270
156,2011,2011-09-22,3.12,1207,96,492,1273
157,2011,2011-09-23,3.13,1213,96,495,1280
158,2011,2011-09-24,3.2,1228,96,510,1284
159,2011,2011-09-25,3.22,1237,96,515,1289
160,2011,2011-09-26,3.2,1244,96,516,1297
161,2011,2011-09-27,3.18,1247,96,516,1309
162,2011,2011-09-28,3.2,1260,96,522,1316
1,2010,2010-04-05,2.0,9,0,2,9
2,2010,2010-04-06,1.0,13,0,2,16
3,2010,2010-04-07,1.67,20,0,5,22
4,2010,2010-04-09,2.02,31,0,9,36
5,2010,2010-04-10,2.76,41,1,15,41
6,2010,2010-04-11,2.79,47,3,18,52
7,2010,2010-04-12,2.82,54,3,21,57
8,2010,2010-04-13,3.08,63,5,26,62
9,2010,2010-04-14,2.75,66,5,26,75
10,2010,2010-04-16,3.48,78,8,36,79
11,2010,2010-04-17,3.18,86,8,36,87
12,2010,2010-04-18,3.11,91,9,38,91
13,2010,2010-04-19,3.1,101,10,41,96
14,2010,2010-04-20,2.98,102,10,42,107
15,2010,2010-04-21,3.13,111,12,47,110
16,2010,2010-04-23,3.0,119,12,48,122
17,2010,2010-04-24,2.82,123,12,48,132
18,2010,2010-04-25,2.78,132,13,50,139
19,2010,2010-04-26,2.68,136,13,51,150
20,2010,2010-04-27,2.65,141,13,53,157
21,2010,2010-04-28,2.78,149,14,59,171
22,2010,2010-04-30,2.75,155,14,61,176
23,2010,2010-05-01,2.67,158,14,62,185
24,2010,2010-05-02,2.72,166,14,66,194
25,2010,2010-05-04,2.82,175,16,72,214
26,2010,2010-05-05,2.79,184,16,74,221
27,2010,2010-05-06,2.79,189,16,77,229
28,2010,2010-05-07,2.91,197,20,83,234
29,2010,2010-05-08,2.97,204,21,88,243
30,2010,2010-05-09,3.04,215,21,93,257
31,2010,2010-05-11,3.04,223,21,96,261
32,2010,2010-05-12,3.1,230,21,101,267
33,2010,2010-05-13,3.04,235,21,102,273
34,2010,2010-05-14,3.01,242,22,104,278
35,2010,2010-05-15,2.95,247,22,105,284
36,2010,2010-05-16,2.95,256,23,108,290
37,2010,2010-05-17,2.96,264,24,111,296
38,2010,2010-05-18,3.01,276,24,117,310
39,2010,2010-05-19,3.27,287,30,130,317
40,2010,2010-05-20,3.4,296,31,138,326
41,2010,2010-05-21,3.47,307,31,144,332
42,2010,2010-05-22,3.4,312,31,144,336
43,2010,2010-05-23,3.4,318,31,147,342
44,2010,2010-05-25,3.37,322,31,149,348
45,2010,2010-05-26,3.45,330,31,156,360
46,2010,2010-05-27,3.44,338,33,159,366
47,2010,2010-05-28,3.36,339,33,159,375
48,2010,2010-05-29,3.32,341,34,160,387
49,2010,2010-05-30,3.34,351,35,165,397
50,2010,2010-05-31,3.34,357,35,168,404
51,2010,2010-06-01,3.3,367,35,170,416
52,2010,2010-06-02,3.25,371,36,171,421
53,2010,2010-06-04,3.19,376,36,171,429
54,2010,2010-06-05,3.25,389,38,177,434
55,2010,2010-06-06,3.27,398,40,182,442
56,2010,2010-06-07,3.3,406,41,187,450
57,2010,2010-06-08,3.25,413,41,187,455
58,2010,2010-06-09,3.3,425,42,193,461
59,2010,2010-06-10,3.37,438,42,200,467
60,2010,2010-06-11,3.35,447,42,202,476
61,2010,2010-06-12,3.36,456,44,206,485
62,2010,2010-06-13,3.32,466,44,207,489
63,2010,2010-06-14,3.3,474,45,209,497
64,2010,2010-06-15,3.31,483,46,213,502
65,2010,2010-06-16,3.3,494,46,216,517
66,2010,2010-06-18,3.31,498,47,219,522
67,2010,2010-06-19,3.31,506,48,222,525
68,2010,2010-06-20,3.33,515,49,227,533
69,2010,2010-06-22,3.28,522,49,227,540
70,2010,2010-06-23,3.33,533,49,233,546
71,2010,2010-06-24,3.38,544,51,240,552
72,2010,2010-06-25,3.39,551,52,244,563
73,2010,2010-06-26,3.4,556,54,248,569
74,2010,2010-06-27,3.42,567,56,253,584
75,2010,2010-06-28,3.43,576,57,257,594
76,2010,2010-06-29,3.44,588,57,261,605
77,2010,2010-06-30,3.46,598,59,266,615
78,2010,2010-07-01,3.47,610,60,270,621
79,2010,2010-07-02,3.51,622,61,276,626
80,2010,2010-07-03,3.56,634,62,284,632
81,2010,2010-07-04,3.54,647,63,288,646
82,2010,2010-07-05,3.51,654,63,289,655
83,2010,2010-07-06,3.48,658,63,290,662
84,2010,2010-07-07,3.46,663,64,292,675
85,2010,2010-07-08,3.46,675,64,295,689
86,2010,2010-07-09,3.5,688,66,302,697
87,2010,2010-07-10,3.52,696,67,307,704
88,2010,2010-07-11,3.5,706,67,309,712
89,2010,2010-07-15,3.46,712,67,309,717
90,2010,2010-07-16,3.43,715,67,309,729
91,2010,2010-07-17,3.43,722,69,313,733
92,2010,2010-07-18,3.43,732,70,317,740
93,2010,2010-07-19,3.41,742,71,318,749
94,2010,2010-07-20,3.43,751,72,323,756
95,2010,2010-07-21,3.41,758,73,325,761
96,2010,2010-07-22,3.38,761,73,325,771
97,2010,2010-07-23,3.39,772,74,329,785
98,2010,2010-07-24,3.39,778,76,333,796
99,2010,2010-07-25,3.37,789,76,335,804
100,2010,2010-07-26,3.38,800,78,339,808
101,2010,2010-07-27,3.39,805,81,343,816
102,2010,2010-07-28,3.44,816,84,352,829
103,2010,2010-07-29,3.45,824,84,357,834
104,2010,2010-07-30,3.47,834,85,362,846
105,2010,2010-07-31,3.44,837,86,363,855
106,2010,2010-08-01,3.41,841,86,363,864
107,2010,2010-08-03,3.38,844,86,363,877
108,2010,2010-08-04,3.41,856,89,369,882
109,2010,2010-08-05,3.41,862,91,372,889
110,2010,2010-08-06,3.39,868,93,374,904
111,2010,2010-08-07,3.39,874,93,377,910
112,2010,2010-08-08,3.41,886,95,383,916
113,2010,2010-08-09,3.4,897,95,386,927
114,2010,2010-08-10,3.44,911,96,394,935
115,2010,2010-08-11,3.45,922,98,398,943
116,2010,2010-08-12,3.48,936,98,405,954
117,2010,2010-08-13,3.48,942,98,408,961
118,2010,2010-08-14,3.46,955,98,410,967
119,2010,2010-08-15,3.49,966,99,417,977
120,2010,2010-08-17,3.53,979,99,425,979
121,2010,2010-08-18,3.54,990,101,430,984
122,2010,2010-08-19,3.53,994,101,432,992
123,2010,2010-08-20,3.52,1007,102,435,999
124,2010,2010-08-21,3.54,1015,103,440,1004
125,2010,2010-08-22,3.59,1030,104,449,1009
126,2010,2010-08-23,3.57,1035,104,451,1018
127,2010,2010-08-24,3.59,1046,107,456,1028
128,2010,2010-08-25,3.63,1062,111,466,1036
129,2010,2010-08-27,3.64,1070,112,471,1045
130,2010,2010-08-28,3.68,1078,114,480,1052
131,2010,2010-08-29,3.7,1091,115,487,1061
132,2010,2010-08-30,3.69,1098,115,489,1067
133,2010,2010-08-31,3.68,1104,116,491,1072
134,2010,2010-09-01,3.66,1109,117,492,1081
135,2010,2010-09-03,3.66,1116,118,496,1088
136,2010,2010-09-04,3.67,1125,119,500,1094
137,2010,2010-09-05,3.64,1128,119,500,1107
138,2010,2010-09-06,3.61,1133,119,500,1121
139,2010,2010-09-07,3.6,1139,120,503,1133
140,2010,2010-09-08,3.6,1145,120,506,1140
141,2010,2010-09-09,3.6,1150,122,509,1148
142,2010,2010-09-10,3.57,1153,122,509,1156
143,2010,2010-09-11,3.56,1158,123,510,1160
144,2010,2010-09-12,3.54,1167,123,511,1171
145,2010,2010-09-14,3.51,1168,123,511,1180
146,2010,2010-09-15,3.5,1172,124,512,1187
147,2010,2010-09-16,3.48,1176,125,513,1201
148,2010,2010-09-17,3.47,1188,125,515,1207
149,2010,2010-09-18,3.46,1194,125,517,1211
150,2010,2010-09-19,3.45,1199,126,519,1215
151,2010,2010-09-21,3.43,1201,126,519,1219
152,2010,2010-09-22,3.41,1206,127,520,1227
153,2010,2010-09-23,3.39,1213,127,520,1239
154,2010,2010-09-24,3.38,1215,127,521,1249
155,2010,2010-09-25,3.42,1232,128,531,1261
156,2010,2010-09-26,3.41,1235,129,533,1269
157,2010,2010-09-28,3.4,1240,130,535,1280
158,2010,2010-09-29,3.39,1248,131,536,1294
159,2010,2010-09-30,3.37,1255,131,537,1306
160,2010,2010-10-01,3.39,1266,134,543,1314
161,2010,2010-10-02,3.38,1275,134,546,1321
162,2010,2010-10-03,3.36,1279,134,546,1331
1,2009,2009-04-07,6.0,10,0,6,11
2,2009,2009-04-08,5.0,15,2,10,19
3,2009,2009-04-09,3.67,20,2,11,27
4,2009,2009-04-10,4.63,30,3,18,32
5,2009,2009-04-11,5.02,36,6,24,41
6,2009,2009-04-12,5.12,49,7,29,49
7,2009,2009-04-13,6.1,64,10,40,57
8,2009,2009-04-15,6.01,77,11,45,62
9,2009,2009-04-16,6.21,84,12,52,69
10,2009,2009-04-17,5.55,87,12,52,76
11,2009,2009-04-18,5.21,94,12,54,91
12,2009,2009-04-19,4.75,95,12,54,100
13,2009,2009-04-21,4.61,109,12,57,105
14,2009,2009-04-22,4.23,117,12,57,114
15,2009,2009-04-24,4.01,123,12,58,128
16,2009,2009-04-25,3.94,131,14,61,134
17,2009,2009-04-26,3.94,140,16,66,142
18,2009,2009-04-27,3.95,147,17,70,147
19,2009,2009-04-28,3.9,156,17,73,156
20,2009,2009-04-29,3.9,165,17,77,164
21,2009,2009-05-01,3.81,174,18,79,176
22,2009,2009-05-02,3.86,184,21,84,181
23,2009,2009-05-03,3.68,187,21,84,188
24,2009,2009-05-04,3.71,192,22,88,196
25,2009,2009-05-05,3.64,197,22,90,206
26,2009,2009-05-06,3.94,210,25,101,207
27,2009,2009-05-07,3.91,214,27,104,215
28,2009,2009-05-08,3.8,223,27,105,223
29,2009,2009-05-09,3.93,234,27,112,228
30,2009,2009-05-10,3.87,245,28,116,240
31,2009,2009-05-11,3.97,260,32,123,253
32,2009,2009-05-12,4.07,273,33,130,259
33,2009,2009-05-13,4.13,285,33,136,266
34,2009,2009-05-14,4.21,297,33,143,272
35,2009,2009-05-15,4.26,311,33,149,284
36,2009,2009-05-16,4.39,327,33,158,287
37,2009,2009-05-17,4.27,332,33,158,292
38,2009,2009-05-19,4.23,337,35,160,295
39,2009,2009-05-20,4.18,341,36,162,302
40,2009,2009-05-21,4.16,347,36,165,313
41,2009,2009-05-22,4.08,358,36,167,324
42,2009,2009-05-23,4.01,368,36,168,331
43,2009,2009-05-24,4.04,373,38,173,337
44,2009,2009-05-25,3.99,379,38,175,347
45,2009,2009-05-26,3.9,384,38,175,355
46,2009,2009-05-27,3.84,389,38,176,362
47,2009,2009-05-29,3.78,395,38,177,367
48,2009,2009-05-30,3.83,410,40,183,376
49,2009,2009-05-31,3.81,418,40,186,383
50,2009,2009-06-02,3.9,432,41,194,392
51,2009,,3.83,436,41,194,400
52,2009,,3.8,441,41,195,407
53,2009,2009-06-05,3.75,447,41,196,414
54,2009,2009-06-06,3.78,456,41,201,422
55,2009,2009-06-07,3.75,461,42,203,428
56,2009,2009-06-08,3.76,470,43,207,435
57,2009,2009-06-09,3.77,477,45,211,441
58,2009,2009-06-10,3.77,484,45,215,454
59,2009,2009-06-11,3.75,490,46,217,460
60,2009,2009-06-12,3.68,497,46,217,468
61,2009,2009-06-13,3.65,502,47,219,473
62,2009,2009-06-14,3.61,506,48,220,482
63,2009,2009-06-15,3.7,522,52,229,488
64,2009,2009-06-16,3.75,537,54,236,497
65,2009,2009-06-17,3.74,545,54,239,507
66,2009,2009-06-19,3.74,554,55,243,516
67,2009,2009-06-20,3.69,557,56,244,527
68,2009,2009-06-21,3.66,560,57,246,536
69,2009,2009-06-22,3.69,570,57,251,541
70,2009,2009-06-23,3.65,577,58,252,553
71,2009,2009-06-24,3.64,585,59,255,561
72,2009,2009-06-26,3.67,591,60,260,571
73,2009,2009-06-27,3.71,602,62,267,578
74,2009,2009-06-28,3.66,606,62,267,586
75,2009,2009-06-29,3.61,608,62,267,594
76,2009,2009-06-30,3.61,615,64,270,600
77,2009,2009-07-01,3.57,623,65,271,606
78,2009,2009-07-02,3.59,631,65,276,613
79,2009,2009-07-03,3.55,635,65,276,618
80,2009,2009-07-04,3.5,638,65,276,628
81,2009,2009-07-05,3.53,648,68,282,635
82,2009,2009-07-06,3.53,657,68,285,641
83,2009,2009-07-07,3.49,661,68,285,649
84,2009,2009-07-08,3.52,672,69,291,658
85,2009,2009-07-09,3.51,675,69,294,668
86,2009,2009-07-10,3.47,675,69,294,679
87,2009,2009-07-11,3.44,682,69,295,687
88,2009,2009-07-12,3.51,696,72,305,694
89,2009,2009-07-17,3.48,702,74,307,708
90,2009,2009-07-18,3.47,708,74,309,714
91,2009,2009-07-19,3.46,716,75,312,723
92,2009,2009-07-20,3.54,729,78,322,732
93,2009,2009-07-21,3.59,741,79,330,738
94,2009,2009-07-22,3.6,748,80,334,750
95,2009,2009-07-23,3.57,754,81,335,756
96,2009,2009-07-24,3.55,758,81,336,761
97,2009,2009-07-25,3.6,767,82,344,768
98,2009,2009-07-26,3.6,777,82,348,772
99,2009,2009-07-27,3.57,781,82,348,787
100,2009,2009-07-28,3.55,791,82,350,797
101,2009,2009-07-29,3.51,794,82,350,803
102,2009,2009-07-30,3.5,799,83,352,812
103,2009,2009-07-31,3.51,807,84,357,818
104,2009,2009-08-01,3.48,814,84,357,826
105,2009,2009-08-02,3.46,823,85,359,832
106,2009,2009-08-03,3.47,831,87,363,837
107,2009,2009-08-04,3.45,837,87,364,847
108,2009,2009-08-05,3.47,849,88,370,854
109,2009,2009-08-07,3.49,858,88,375,862
110,2009,2009-08-08,3.47,864,88,377,867
111,2009,2009-08-09,3.49,872,90,382,875
112,2009,2009-08-10,3.49,881,90,386,885
113,2009,2009-08-11,3.53,892,92,394,893
114,2009,2009-08-12,3.51,896,92,396,904
115,2009,2009-08-14,3.51,901,93,399,910
116,2009,2009-08-15,3.51,908,93,403,914
117,2009,2009-08-16,3.51,914,94,406,922
118,2009,2009-08-17,3.49,922,94,407,926
119,2009,2009-08-18,3.5,929,95,412,934
120,2009,2009-08-19,3.47,931,95,412,944
121,2009,2009-08-20,3.46,940,97,414,948
122,2009,2009-08-21,3.45,949,98,416,960
123,2009,2009-08-22,3.53,964,100,429,964
124,2009,2009-08-23,3.53,968,101,432,972
125,2009,2009-08-24,3.53,978,102,437,982
126,2009,2009-08-25,3.52,984,102,440,987
127,2009,2009-08-26,3.52,991,103,443,997
128,2009,2009-08-27,3.57,1006,105,453,1008
129,2009,2009-08-28,3.54,1011,105,453,1018
130,2009,2009-08-29,3.54,1023,106,456,1026
131,2009,2009-08-30,3.55,1037,108,461,1038
132,2009,2009-09-01,3.53,1042,108,462,1048
133,2009,2009-09-02,3.5,1047,108,462,1052
134,2009,2009-09-03,3.5,1051,109,464,1064
135,2009,2009-09-04,3.48,1057,109,466,1073
136,2009,2009-09-05,3.47,1063,109,468,1079
137,2009,2009-09-06,3.46,1071,110,470,1095
138,2009,2009-09-07,3.46,1076,112,474,1105
139,2009,2009-09-08,3.46,1086,115,478,1110
140,2009,2009-09-09,3.47,1096,117,482,1118
141,2009,2009-09-11,3.51,1109,118,492,1124
142,2009,2009-09-12,3.55,1119,120,500,1132
143,2009,2009-09-13,3.54,1124,121,502,1136
144,2009,2009-09-14,3.52,1130,121,503,1151
145,2009,2009-09-15,3.51,1135,122,505,1160
146,2009,2009-09-16,3.51,1142,124,509,1169
147,2009,2009-09-18,3.51,1150,126,513,1178
148,2009,2009-09-19,3.57,1162,130,524,1185
149,2009,2009-09-20,3.59,1167,131,530,1193
150,2009,2009-09-21,3.58,1176,132,533,1200
151,2009,2009-09-22,3.63,1192,133,543,1210
152,2009,2009-09-23,3.62,1200,133,545,1226
153,2009,2009-09-24,3.61,1208,134,548,1231
154,2009,2009-09-25,3.61,1216,134,551,1239
155,2009,2009-09-26,3.62,1228,135,557,1243
156,2009,2009-09-27,3.61,1233,135,558,1253
157,2009,2009-09-29,3.61,1240,138,562,1263
158,2009,2009-09-30,3.59,1246,138,562,1268
159,2009,2009-10-01,3.58,1252,138,565,1276
160,2009,2009-10-02,3.57,1256,139,567,1286
161,2009,2009-10-03,3.57,1263,139,569,1294
162,2009,2009-10-04,3.55,1268,140,571,1302
1,2008,2008-03-31,5.62,11,1,5,3
2,2008,2008-04-01,4.32,21,1,8,11
3,2008,2008-04-02,3.16,27,1,9,22
4,2008,2008-04-04,5.88,43,3,22,31
5,2008,2008-04-05,5.83,52,5,27,36
6,2008,2008-04-06,5.8,64,7,32,39
7,2008,2008-04-07,5.98,77,8,39,48
8,2008,2008-04-08,5.3,90,8,41,60
9,2008,2008-04-09,4.69,94,8,41,72
10,2008,2008-04-10,4.31,101,8,42,77
11,2008,2008-04-11,4.19,114,10,45,81
12,2008,2008-04-12,4.47,123,13,53,88
13,2008,2008-04-13,4.44,135,14,57,102
14,2008,2008-04-14,4.33,142,15,60,108
15,2008,2008-04-15,4.58,152,17,68,119
16,2008,2008-04-16,4.48,158,17,71,121
17,2008,2008-04-18,4.9,171,19,82,126
18,2008,2008-04-19,4.62,178,19,82,131
19,2008,2008-04-20,4.48,184,19,84,141
20,2008,2008-04-21,4.48,195,22,88,144
21,2008,2008-04-22,4.53,201,22,93,151
22,2008,2008-04-23,4.33,210,22,95,160
23,2008,2008-04-24,4.14,215,22,95,171
24,2008,2008-04-25,4.01,219,23,96,182
25,2008,2008-04-26,4.21,234,24,105,190
26,2008,2008-04-27,4.43,246,26,115,195
27,2008,2008-04-28,4.27,254,26,115,202
28,2008,2008-04-29,4.22,262,27,118,207
29,2008,2008-04-30,4.14,267,27,120,214
30,2008,2008-05-02,4.19,275,30,126,223
31,2008,2008-05-03,4.11,278,32,128,233
32,2008,2008-05-04,4.02,285,33,129,239
33,2008,2008-05-06,4.27,299,36,141,245
34,2008,2008-05-07,4.25,307,37,144,253
35,2008,2008-05-08,4.28,317,37,149,259
36,2008,2008-05-09,4.36,327,38,156,265
37,2008,2008-05-10,4.3,331,40,158,274
38,2008,2008-05-11,4.26,337,40,161,279
39,2008,2008-05-12,4.28,349,41,166,284
40,2008,2008-05-13,4.22,356,42,168,290
41,2008,2008-05-14,4.27,367,44,174,299
42,2008,2008-05-15,4.36,380,47,182,312
43,2008,2008-05-16,4.3,385,48,184,321
44,2008,2008-05-17,4.25,397,48,186,327
45,2008,2008-05-18,4.44,412,52,199,335
46,2008,2008-05-19,4.45,419,53,203,341
47,2008,2008-05-20,4.46,429,54,208,350
48,2008,2008-05-21,4.4,437,54,210,360
49,2008,2008-05-23,4.35,442,55,212,366
50,2008,,4.43,452,59,220,378
51,2008,,4.44,461,60,225,388
52,2008,2008-05-27,4.42,468,60,228,397
53,2008,2008-05-28,4.39,476,61,231,407
54,2008,2008-05-29,4.36,484,62,234,416
55,2008,2008-05-30,4.38,494,62,241,425
56,2008,2008-05-31,4.37,501,62,245,429
57,2008,2008-06-01,4.34,507,63,248,436
58,2008,2008-06-02,4.3,513,63,250,445
59,2008,2008-06-03,4.34,523,63,257,449
60,2008,2008-06-04,4.35,531,64,262,455
61,2008,2008-06-06,4.3,536,64,263,463
62,2008,2008-06-07,4.23,540,64,263,467
63,2008,2008-06-08,4.21,548,65,266,474
64,2008,2008-06-09,4.18,557,65,268,481
65,2008,2008-06-10,4.27,570,67,278,487
66,2008,2008-06-11,4.21,577,67,278,497
67,2008,2008-06-12,4.25,589,67,285,510
68,2008,2008-06-13,4.26,598,67,290,515
69,2008,2008-06-14,4.26,607,67,294,527
70,2008,2008-06-15,4.27,616,67,299,533
71,2008,2008-06-16,4.29,625,69,305,538
72,2008,2008-06-17,4.3,634,71,310,546
73,2008,2008-06-18,4.33,644,71,316,552
74,2008,2008-06-20,4.31,651,71,319,560
75,2008,2008-06-21,4.32,658,72,324,562
76,2008,2008-06-22,4.41,672,72,334,572
77,2008,2008-06-24,4.37,679,72,336,583
78,2008,2008-06-25,4.33,685,72,337,587
79,2008,2008-06-26,4.33,693,72,341,596
80,2008,2008-06-27,4.33,701,72,345,601
81,2008,2008-06-28,4.28,708,72,345,615
82,2008,2008-06-29,4.24,712,73,346,624
83,2008,2008-06-30,4.29,722,75,354,637
84,2008,2008-07-01,4.25,727,75,355,648
85,2008,2008-07-02,4.27,736,77,361,656
86,2008,2008-07-03,4.25,744,77,364,666
87,2008,2008-07-04,4.26,757,79,369,677
88,2008,2008-07-05,4.24,763,79,371,688
89,2008,2008-07-06,4.24,773,79,376,694
90,2008,2008-07-08,4.28,787,82,383,700
91,2008,2008-07-09,4.29,796,83,388,708
92,2008,2008-07-10,4.3,805,84,392,710
93,2008,2008-07-11,4.29,810,85,395,721
94,2008,2008-07-12,4.32,824,86,403,731
95,2008,2008-07-13,4.29,832,86,405,741
96,2008,2008-07-18,4.3,843,88,410,747
97,2008,2008-07-19,4.34,855,89,418,757
98,2008,2008-07-20,4.37,863,91,425,768
99,2008,2008-07-22,4.35,871,92,428,775
100,2008,2008-07-23,4.34,885,93,431,780
101,2008,2008-07-24,4.3,889,93,431,784
102,2008,2008-07-25,4.35,900,96,441,795
103,2008,2008-07-26,4.34,910,96,444,810
104,2008,2008-07-27,4.37,920,98,451,816
105,2008,2008-07-28,4.36,928,98,455,826
106,2008,2008-07-29,4.34,937,98,456,836
107,2008,2008-07-30,4.34,945,98,460,841
108,2008,2008-08-01,4.31,952,99,462,854
109,2008,2008-08-02,4.27,955,99,462,860
110,2008,2008-08-03,4.27,961,100,466,866
111,2008,2008-08-04,4.25,968,100,468,875
